web-scraper-order,web-scraper-start-url,店铺名称,详情页,详情页-href,店铺评分,人均消费,点评数,店铺地址,店铺电话,营业时间,配套服务,店铺菜系,点评标签,推荐菜1,推荐菜2,推荐菜3
"1590850420-711","https://gz.meituan.com/meishi/pn19/","原始烤肉（客村珠影店）","原始烤肉（客村珠影店）3.5分9914条评论海珠区新港中路354号珠影星光城内2楼人均￥80","https://www.meituan.com/meishi/2411540/","3.5分","80","9914","地址：海珠区新港中路354号珠影星光城内2楼","020-84121362/18924125170","营业时间：周一至周日 10:30-21:30","提供wifi停车位","广州烧烤烤串","上菜快(309)回头客(194)不用排队(117)停车方便(3)朋友聚餐(50)到店自提(25)闺蜜聚会(13)文艺清新(6)深夜食堂(4)店内消毒(2)","葡式肥牛","双汇排酸猪五花","绿茶饼"
"1590852426-921","https://gz.meituan.com/meishi/pn4/","金唐海鲜酒家（齐富路店）","金唐海鲜酒家（齐富路店）3.8分1773条评论白云区齐富路名汇广场5楼人均￥49","https://www.meituan.com/meishi/1715346/","3.8分","49","1773","地址：白云区齐富路名汇广场5楼","020-36556688","营业时间：周一至周日 07:30-14:30 17:00-21:30","提供wifi停车位","广州江河湖海鲜","回头客(98)上菜快(74)停车方便(58)高大上(23)点心好(22)不用排队(12)朋友聚餐(8)下午茶(6)家庭聚餐(5)到店自提(2)","燕麦包","烧鹅","真味鸡"
"1590849926-659","https://gz.meituan.com/meishi/pn23/","潮汕西桥牛肉店（万盛名家店）","潮汕西桥牛肉店（万盛名家店）4.5分1244条评论番禺区105国道561号万盛名家美食街B1-B6人均￥51","https://www.meituan.com/meishi/6903956/","4.5分","51","1244","地址：番禺区105国道561号万盛名家美食街B1-B6","13632442999","营业时间：周一至周日 11:00-22:00","提供wifi停车位","广州火锅","味道赞(93)服务热情(46)牛肉赞(43)价格实惠(41)上菜快(31)回头客(16)不用排队(3)到店自提(1)店内消毒(1)分量少(32)","至尊牛肉丸","湿炒牛河","肥牛"
"1590852802-960","https://gz.meituan.com/meishi/pn1/","味之绝美蛙鱼头火锅（东晓南店）","味之绝美蛙鱼头火锅（东晓南店）5分464条评论海珠区东晓胜汇里D区101-103（东晓南地铁站B出口）人均￥81","https://www.meituan.com/meishi/190787630/","5分","81","464","地址：海珠区东晓胜汇里D区101-103（东晓南地铁站B出口）","13872378260/18176442028","营业时间：周一至周日 11:00-02:30","提供wifi","广州火锅","味道赞(79)菜品不错(55)肉类好(51)上菜快(33)海鲜棒(20)饮品赞(14)回头客(7)交通便利(3)到店自提(1)分量少(5)","美蛙","鲜美鱼头","秘制锅底"
"1590845673-207","https://gz.meituan.com/meishi/pn54/","华沁食府（中山大道西店）","华沁食府（中山大道西店）4.9分1466条评论天河区棠下街道中山大道西299号（大舜丽池二楼）人均￥54","https://www.meituan.com/meishi/50325448/","4.9分","54","1466","地址：天河区棠下街道中山大道西299号（大舜丽池二楼）","020-37039189","营业时间：周一至周日 10:00-22:00","提供wifi","广州粤港菜","服务热情(61)味道赞(58)环境很好(55)性价比高(35)价格实惠(34)上菜快(30)分量足(25)干净整洁(21)菜品精致(19)回头客(15)","有机花菜","招牌酸菜鱼","金沙猪手"
"1590851423-816","https://gz.meituan.com/meishi/pn11/","麦皇蛋糕","麦皇蛋糕5分100条评论花都区田美村自编中心社58号101铺人均￥68","https://www.meituan.com/meishi/131103269/","5分","68","100","地址：花都区田美村自编中心社58号101铺","13928959114","营业时间：周一至周日 06:30-23:30","提供wifi","广州生日蛋糕","味道赞(26)服务热情(24)点心好(21)分量足(9)性价比高(8)干净整洁(8)体验很棒(7)菜品精致(6)价格实惠(5)带娃吃饭(4)","双层小公主","水果双层夹心蛋糕","巧克力沫全水果蛋糕"
"1590852233-901","https://gz.meituan.com/meishi/pn5/","阿杜田鸡","阿杜田鸡4.1分1622条评论海珠区新港西路161号之24（中山大学东校门新海医院旁）人均￥55","https://www.meituan.com/meishi/1129179/","4.1分","55","1622","地址：海珠区新港西路161号之24（中山大学东校门新海医院旁）","020-89023016","营业时间：周一至周日 09:30-23:00","提供wifi停车位","广州香锅烤鱼","菜品精致(148)回头客(76)交通便利(26)饮品赞(23)牛肉赞(10)不用排队(4)到店自提(5)朋友聚餐(5)分量少(61)上菜慢(28)","鸳鸯锅底","花式肥牛","阿杜秘制酸梅汤"
"1590852486-927","https://gz.meituan.com/meishi/pn3/","鼎盛蜀坊（市桥店）","鼎盛蜀坊（市桥店）3.9分7691条评论番禺区光明北路223号喜悦天地3楼305（市桥地铁站B、C出口）人均￥59","https://www.meituan.com/meishi/40369064/","3.9分","59","7691","地址：番禺区光明北路223号喜悦天地3楼305（市桥地铁站B、C出口）","020-85822771","营业时间：周一至周日 10:00-21:00","提供wifi停车位","广州川湘菜","回头客(318)上菜快(264)海鲜棒(149)肉类好(146)不用排队(36)到店自提(16)朋友聚餐(16)闺蜜聚会(4)家庭聚餐(4)分量少(178)","土豪酸菜鱼","招牌香辣虾","鼎盛烤鱼"
"1590852106-888","https://gz.meituan.com/meishi/pn6/","川小龙老火锅（曙光路店）","川小龙老火锅（曙光路店）5分114条评论花都区曙光大道36号人均￥73","https://www.meituan.com/meishi/778587232/","5分","73","114","地址：花都区曙光大道36号","020-62903059","营业时间：周一至周日 11:00-02:00","提供wifi停车位","广州火锅","味道赞(25)服务热情(20)价格实惠(16)性价比高(14)干净整洁(13)环境很好(13)菜品健康(12)体验很棒(10)牛肉赞(9)分量少(5)","肥牛","虾滑","鲜脑花"
"1590845732-213","https://gz.meituan.com/meishi/pn53/","年轻厨房•泰式料理（珠影星光城店）","年轻厨房•泰式料理（珠影星光城店）3.3分1187条评论海珠区新港中路354号珠影星光城花样年华街区128、129铺（近海底捞）人均￥84","https://www.meituan.com/meishi/2463356/","3.3分","84","1187","地址：海珠区新港中路354号珠影星光城花样年华街区128、129铺（近海底捞）","020-89443115","营业时间：周一至周日 10:30-21:00","提供wifi","广州东南亚菜","上菜快(83)回头客(20)主食赞(19)不用排队(17)肉类好(16)海鲜棒(15)朋友聚餐(10)到店自提(4)性价比低(220)分量少(84)","菠萝海鲜炒饭","冬阴功虾汤","炭烧猪颈肉"
"1590852196-897","https://gz.meituan.com/meishi/pn5/","今晚佛跳墙·首创面包蟹佛跳墙（体育西店）","今晚佛跳墙·首创面包蟹佛跳墙（体育西店）5分199条评论天河区体育西路六运一街17号文昌楼3楼人均￥79","https://www.meituan.com/meishi/191087415/","5分","79","199","地址：天河区体育西路六运一街17号文昌楼3楼","18922704358","营业时间：周一至周日 11:00-22:00","null","广州火锅","服务热情(56)味道赞(50)性价比高(40)环境很好(34)价格实惠(31)干净整洁(31)菜品不错(30)分量足(22)肉类好(16)复古(4)","黄焖佛跳墙走地鸡煲","花胶","华丰面"
"1590850069-674","https://gz.meituan.com/meishi/pn22/","劲鸟欢乐餐厅（从化太平店）","劲鸟欢乐餐厅（从化太平店）3.6分2795条评论从化市新平路171号人均￥19","https://www.meituan.com/meishi/40790375/","3.6分","19","2795","地址：从化市新平路171号","020-22159008","营业时间：周一至周日 09:00-24:00","提供wifi停车位","从化西餐","上菜快(121)回头客(89)不用排队(28)牛肉赞(4)高大上(4)到店自提(16)朋友聚餐(7)闺蜜聚会(5)家庭聚餐(3)点心差(3)","BBQ烤鸡套餐","新奥尔良烤翅","小薯条"
"1590847273-380","https://gz.meituan.com/meishi/pn42/","嘉美轩潮州菜（佳兆业广场店）","嘉美轩潮州菜（佳兆业广场店）3.6分1070条评论天河区体育西路191号中石化大厦佳兆业广场5层人均￥59","https://www.meituan.com/meishi/3303394/","3.6分","59","1070","地址：天河区体育西路191号中石化大厦佳兆业广场5层","020-38081313/13632531044","营业时间：周一至周日 11:00-14:30 17:30-22:00","提供wifi停车位","广州粤港菜","回头客(20)高大上(18)不用排队(11)停车免费(3)海鲜棒(3)下午茶(10)到店自提(3)请客(3)分量少(90)上菜慢(49)","珍珠蚝仔烙","普宁炸豆腐","澄海卤水拼盘"
"1590845995-240","https://gz.meituan.com/meishi/pn51/","咕噜咕噜（萝岗万达店）","咕噜咕噜（萝岗万达店）4.3分2374条评论黄埔区科丰路83号164号（万达广场6号门旁）人均￥12","https://www.meituan.com/meishi/51977698/","4.3分","12","2374","地址：黄埔区科丰路83号164号（万达广场6号门旁）","18666084495","营业时间：周一至周日 10:00-22:00","提供wifi","广州饮品店","回头客(110)饮品赞(60)分量足(46)上菜快(43)菜品精致(42)不用排队(12)肉类好(10)现做现卖(13)到店自提(11)下午茶(3)","八爪鱼小丸子","蟹籽章鱼小丸子","抹茶红豆鲜奶"
"1590850773-748","https://gz.meituan.com/meishi/pn16/","汤响自助回转火锅百汇（乐峰广场店）","汤响自助回转火锅百汇（乐峰广场店）4.3分2924条评论海珠区工业大道北106-108号乐峰广场2层人均￥41","https://www.meituan.com/meishi/41708586/","4.3分","41","2924","地址：海珠区工业大道北106-108号乐峰广场2层","020-84387834","营业时间：周一至周日 11:30-21:30","提供wifi","广州自助餐","回头客(168)菜品健康(131)不用排队(40)上菜快(27)海鲜棒(6)朋友聚餐(20)家庭聚餐(4)下午茶(3)分量少(32)点心差(3)","肥牛","火锅","金针菇"
"1590852686-948","https://gz.meituan.com/meishi/pn2/","红星烤羊腿","红星烤羊腿3.8分311条评论天河区龙怡路91号（天润路附近/华师地铁站）人均￥88","https://www.meituan.com/meishi/5498865/","3.8分","88","311","地址：天河区龙怡路91号（天润路附近/华师地铁站）","020-29819601/13527653760","营业时间：周一至周日 11:00-14:00 16:30-04:00","提供wifi停车位","广州烧烤烤串","味道赞(62)服务热情(28)菜品精致(15)价格实惠(13)上菜快(12)分量足(11)回头客(9)饮品赞(7)羊肉(19)性价比低(24)","羊排","招牌烤羊腿","羊肉串"
"1590851878-864","https://gz.meituan.com/meishi/pn8/","嘉渔居","嘉渔居4.4分460条评论番禺区青萝路象贤中学北门对面石涌牌坊直入300米人均￥52","https://www.meituan.com/meishi/42757283/","4.4分","52","461","地址：番禺区青萝路象贤中学北门对面石涌牌坊直入300米","020-34878233","营业时间：周一至周日 11:00-14:00 17:00-21:00","提供wifi","广州粤港菜","味道赞(125)服务热情(109)环境很好(63)肉类好(54)回头客(35)菜品健康(31)分量足(17)上菜快(16)海鲜棒(14)到店自提(3)","盐焗乳鸽","桑拿鱼","桑拿鸡项"
"1590847641-419","https://gz.meituan.com/meishi/pn39/","心诗牛排（广运楼店）","心诗牛排（广运楼店）4.5分3080条评论天河区中山大道西138号人均￥90","https://www.meituan.com/meishi/40301974/","4.5分","90","3080","地址：天河区中山大道西138号","020-38200597","营业时间：周一至周日 10:30-22:00","提供wifi","广州西餐","菜品精致(68)上菜快(66)回头客(55)牛肉赞(48)点心好(32)交通便利(23)不用排队(9)主食赞(6)到店自提(6)朋友聚餐(5)","精选雪花牛肋条","招牌蜜糖杏仁焗面包","石烧极品牛小排"
"1590848262-484","https://gz.meituan.com/meishi/pn35/","李家韩国料理","李家韩国料理3.9分3623条评论越秀区北京路168号五层自编A503-2号铺（地铁6号线北京路站）人均￥40","https://www.meituan.com/meishi/5119078/","3.9分","40","3623","地址：越秀区北京路168号五层自编A503-2号铺（地铁6号线北京路站）","13802723024","营业时间：周一至周日 10:00-22:00","提供wifi","广州日韩料理","回头客(150)上菜快(125)不用排队(42)牛肉赞(31)海鲜棒(5)到店自提(28)朋友聚餐(16)闺蜜聚会(9)店内消毒(1)分量少(191)","李家紫菜包饭","韩国泡菜","石锅烤牛肉汤"
"1590846446-287","https://gz.meituan.com/meishi/pn48/","晟苑（东富四分店）","晟苑（东富四分店）4.7分1076条评论花都区紫薇路与曙光路交叉口西南角东富大酒店6楼人均￥77","https://www.meituan.com/meishi/5168914/","4.7分","77","1076","地址：花都区紫薇路与曙光路交叉口西南角东富大酒店6楼","020-86895168","营业时间：周一至周日 08:00-14:00 17:30-00:30","提供wifi停车位","广州粤港菜","上菜快(123)肉类好(79)交通便利(72)回头客(47)高大上(19)停车方便(10)海鲜棒(8)到店自提(36)请客(5)家庭聚餐(3)","招牌片皮鸭","红烧乳鸽","灌汤烧鹅"
"1590847300-383","https://gz.meituan.com/meishi/pn42/","黑山牛肉汤火锅（花城汇店）","黑山牛肉汤火锅（花城汇店）3.4分2953条评论天河区花城大道89号花城汇南区B1层C06b（汉堡王旁）人均￥35","https://www.meituan.com/meishi/6903008/","3.4分","35","2953","地址：天河区花城大道89号花城汇南区B1层C06b（汉堡王旁）","18620990432","营业时间：周一至周日 10:30-21:30","提供wifi","广州火锅","上菜快(185)牛肉赞(138)回头客(70)不用排队(42)冬天吃过瘾(3)朋友聚餐(15)店内消毒(5)到店自提(4)家庭聚餐(4)工作餐(3)","牛肉","鲜肥牛","牛小骨汤底"
"1590852738-953","https://gz.meituan.com/meishi/pn1/","御品贡茶（生活区店）","御品贡茶（生活区店）4分2853条评论黄埔区沙步市场正门东广场20号人均￥12","https://www.meituan.com/meishi/50715428/","4分","12","2853","地址：黄埔区沙步市场正门东广场20号","15347410669/15013273448","营业时间：周一至周日 10:00-23:00","提供wifi停车位","广州饮品店","服务热情(470)味道赞(407)饮品赞(183)回头客(142)菜品精致(91)上菜快(74)分量足(53)不用排队(39)交通便利(6)到店自提(20)","招牌珍珠奶盖茶","熊猫果茶","红豆布丁奶茶"
"1590849253-588","https://gz.meituan.com/meishi/pn28/","潮宗牛肉店","潮宗牛肉店4.2分439条评论荔湾区十八甫南路75号人均￥49","https://www.meituan.com/meishi/2555858/","4.2分","49","439","地址：荔湾区十八甫南路75号","020-81062621/81949338","营业时间：周一至周日 10:30-02:00","提供wifi","广州火锅","味道赞(52)服务热情(47)回头客(24)牛肉赞(24)性价比高(23)上菜快(13)交通便利(4)环境一般(34)深夜食堂(3)分量少(25)","牛筋丸","火锅套餐","湿炒牛河"
"1590849384-602","https://gz.meituan.com/meishi/pn27/","江上城.大侠重庆老火锅（人和店）","江上城.大侠重庆老火锅（人和店）4.1分604条评论白云区人和商业中心A2-137（空港假日别墅酒店）人均￥74","https://www.meituan.com/meishi/52960864/","4.1分","74","604","地址：白云区人和商业中心A2-137（空港假日别墅酒店）","020-29011258","营业时间：周一至周日 10:00-24:00","提供wifi停车位","广州火锅","味道赞(54)服务热情(33)回头客(12)上菜快(8)牛肉赞(6)菜品卖相不佳(27)重口味(11)性价比低(49)分量少(31)价格高(27)","现炸酥肉","嫩牛肉","鲜毛肚"
"1590852705-950","https://gz.meituan.com/meishi/pn2/","和记","和记3.9分4144条评论番禺区桥南街道南堤东路616、618、620、622、624、626号人均￥47","https://www.meituan.com/meishi/1520341/","3.9分","47","4144","地址：番禺区桥南街道南堤东路616、618、620、622、624、626号","020-34587009","营业时间：周一至周日 08:00-14:00 17:00-21:00","提供wifi停车位","广州粤港菜","上菜快(349)回头客(179)停车方便(120)不用排队(37)到店自提(77)下午茶(16)家庭聚餐(7)朋友聚餐(5)现做现卖(4)请客(4)","啫啫牛腩猪肠粉","和记金泊虾饺皇","李锦记酱蒸凤爪"
